dataset_id,group,processed_path,raw_source_path,source_url,n_alternatives,n_criteria,criteria_columns,n_classes,class_order,label_source,intended_benchmark_role,structural_truth,notes
synthetic_sparse_interactions,synthetic_structure_recovery,data/processed/synthetic_structure_recovery/synthetic_sparse_interactions.csv,generated,generated by scripts/prepare_bench_data.py,1200,6,g1;g2;g3;g4;g5;g6,4,Cl1;Cl2;Cl3;Cl4,Generated from known latent preference score and quantile class thresholds.,Structure-recovery benchmark with known ground-truth preference structure.,"{""interactions"": [{""coefficient"": 0.35, ""criteria"": [""g1"", ""g2""], ""type"": ""positive""}, {""coefficient"": -0.28, ""criteria"": [""g3"", ""g4""], ""type"": ""negative""}], ""marginal_shapes"": {""g1"": ""monotone_increasing_linear"", ""g2"": ""monotone_increasing_linear"", ""g3"": ""monotone_increasing_linear"", ""g4"": ""monotone_increasing_linear"", ""g5"": ""monotone_increasing_linear"", ""g6"": ""monotone_increasing_linear""}}","All criteria are sampled in [0,1]. Classes are balanced by latent-score quantiles."
toc_uco_oc03_balancescale,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc03_balancescale.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc03_balanceScale.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,625,4,g1;g2;g3;g4,3,Cl1;Cl2;Cl3,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc03_mammoexp,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc03_mammoexp.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc03_mammoexp.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,412,5,g1;g2;g3;g4;g5,3,Cl1;Cl2;Cl3,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc03_newthyroid,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc03_newthyroid.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc03_newthyroid.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,215,5,g1;g2;g3;g4;g5,3,Cl1;Cl2;Cl3,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc03_tae,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc03_tae.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc03_tae.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,151,54,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11;g12;g13;g14;g15;g16;g17;g18;g19;g20;g21;g22;g23;g24;g25;g26;g27;g28;g29;g30;g31;g32;g33;g34;g35;g36;g37;g38;g39;g40;g41;g42;g43;g44;g45;g46;g47;g48;g49;g50;g51;g52;g53;g54,3,Cl1;Cl2;Cl3,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc04_car,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc04_car.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc04_car.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,1728,21,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11;g12;g13;g14;g15;g16;g17;g18;g19;g20;g21,4,Cl1;Cl2;Cl3;Cl4,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc04_childrenanemia,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc04_childrenanemia.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc04_childrenAnemia.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,5855,14,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11;g12;g13;g14,4,Cl1;Cl2;Cl3;Cl4,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc04_gymexercisetracking,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc04_gymexercisetracking.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc04_gymExerciseTracking.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,973,17,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11;g12;g13;g14;g15;g16;g17,4,Cl1;Cl2;Cl3;Cl4,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc04_heartdisease,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc04_heartdisease.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc04_heartDisease.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,294,13,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11;g12;g13,4,Cl1;Cl2;Cl3;Cl4,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc04_lestsensors,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc04_lestsensors.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc04_LESTSensors.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,5112,6,g1;g2;g3;g4;g5;g6,4,Cl1;Cl2;Cl3;Cl4,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc04_levxsensors,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc04_levxsensors.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc04_LEVXSensors.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,5112,6,g1;g2;g3;g4;g5;g6,4,Cl1;Cl2;Cl3;Cl4,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc04_problematicinternetusage,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc04_problematicinternetusage.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc04_problematicInternetUsage.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,2120,32,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11;g12;g13;g14;g15;g16;g17;g18;g19;g20;g21;g22;g23;g24;g25;g26;g27;g28;g29;g30;g31;g32,4,Cl1;Cl2;Cl3;Cl4,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc04_support,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc04_support.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc04_support.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,730,19,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11;g12;g13;g14;g15;g16;g17;g18;g19,4,Cl1;Cl2;Cl3;Cl4,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc04_swd,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc04_swd.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc04_swd.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,1000,10,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10,4,Cl1;Cl2;Cl3;Cl4,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc05_eucalyptus,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc05_eucalyptus.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc05_eucalyptus.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,736,91,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11;g12;g13;g14;g15;g16;g17;g18;g19;g20;g21;g22;g23;g24;g25;g26;g27;g28;g29;g30;g31;g32;g33;g34;g35;g36;g37;g38;g39;g40;g41;g42;g43;g44;g45;g46;g47;g48;g49;g50;g51;g52;g53;g54;g55;g56;g57;g58;g59;g60;g61;g62;g63;g64;g65;g66;g67;g68;g69;g70;g71;g72;g73;g74;g75;g76;g77;g78;g79;g80;g81;g82;g83;g84;g85;g86;g87;g88;g89;g90;g91,5,Cl1;Cl2;Cl3;Cl4;Cl5,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc05_lev,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc05_lev.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc05_lev.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,1000,4,g1;g2;g3;g4,5,Cl1;Cl2;Cl3;Cl4;Cl5,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc05_nhanes,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc05_nhanes.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc05_nhanes.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,5223,30,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11;g12;g13;g14;g15;g16;g17;g18;g19;g20;g21;g22;g23;g24;g25;g26;g27;g28;g29;g30,5,Cl1;Cl2;Cl3;Cl4;Cl5,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc05_vlbw,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc05_vlbw.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc05_vlbw.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,172,19,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11;g12;g13;g14;g15;g16;g17;g18;g19,5,Cl1;Cl2;Cl3;Cl4;Cl5,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc05_winequalityred,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc05_winequalityred.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc05_winequalityRed.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,1599,11,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11,5,Cl1;Cl2;Cl3;Cl4;Cl5,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc06_esl,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc06_esl.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc06_esl.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,488,4,g1;g2;g3;g4,6,Cl1;Cl2;Cl3;Cl4;Cl5;Cl6,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc08_studentperformance,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc08_studentperformance.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc08_studentPerformance.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,662,43,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11;g12;g13;g14;g15;g16;g17;g18;g19;g20;g21;g22;g23;g24;g25;g26;g27;g28;g29;g30;g31;g32;g33;g34;g35;g36;g37;g38;g39;g40;g41;g42;g43,8,Cl1;Cl2;Cl3;Cl4;Cl5;Cl6;Cl7;Cl8,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc09_era,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc09_era.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc09_era.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,1000,4,g1;g2;g3;g4,9,Cl1;Cl2;Cl3;Cl4;Cl5;Cl6;Cl7;Cl8;Cl9,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
toc_uco_oc10_melbourneairbnb,toc_uco_ordinal_classification,data/processed/toc_uco_ordinal_classification/toc_uco_oc10_melbourneairbnb.csv,data/raw/toc_uco/TOC-UCO.zip::TOC-UCO/data/oc10_melbourneAirbnb.csv,https://www.uco.es/grupos/ayrna/materials/tocuco/,20036,48,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11;g12;g13;g14;g15;g16;g17;g18;g19;g20;g21;g22;g23;g24;g25;g26;g27;g28;g29;g30;g31;g32;g33;g34;g35;g36;g37;g38;g39;g40;g41;g42;g43;g44;g45;g46;g47;g48,10,Cl1;Cl2;Cl3;Cl4;Cl5;Cl6;Cl7;Cl8;Cl9;Cl10,TOC-UCO original ordinal-classification label y mapped by sorted class order.,Broad tabular ordinal-classification generalization benchmark; used to test whether adaptive structure selection is robust beyond MCDA-specific datasets.,No structure truth; TOC-UCO provides ordinal labels but not preference-structure ground truth.,Only TOC-UCO datasets with is_oc=True are processed. Features are min-max normalized; larger class_index follows the source ordinal order and may not always mean preference desirability.
wine_quality_combined,wine_quality,data/processed/wine_quality/wine_quality_combined.csv,"data/raw/uci_wine_quality/wine_quality.zip::winequality-red.csv,winequality-white.csv",https://archive.ics.uci.edu/dataset/186/wine%2Bquality,6497,11,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11,7,Cl1;Cl2;Cl3;Cl4;Cl5;Cl6;Cl7,UCI sensory quality score converted to ordered classes.,Real ordered-class benchmark likely requiring non-linear or non-monotonic criterion effects.,No structure truth; physicochemical criteria are not assumed to be monotone gain criteria.,Combined red and white wine data; criteria min-max normalized across combined data.
wine_quality_red,wine_quality,data/processed/wine_quality/wine_quality_red.csv,data/raw/uci_wine_quality/wine_quality.zip::winequality-red.csv,https://archive.ics.uci.edu/dataset/186/wine%2Bquality,1599,11,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11,6,Cl1;Cl2;Cl3;Cl4;Cl5;Cl6,UCI sensory quality score converted to ordered classes.,Real ordered-class benchmark likely requiring non-linear or non-monotonic criterion effects.,No structure truth; physicochemical criteria are not assumed to be monotone gain criteria.,Red wine subset; criteria min-max normalized within subset.
wine_quality_white,wine_quality,data/processed/wine_quality/wine_quality_white.csv,data/raw/uci_wine_quality/wine_quality.zip::winequality-white.csv,https://archive.ics.uci.edu/dataset/186/wine%2Bquality,4898,11,g1;g2;g3;g4;g5;g6;g7;g8;g9;g10;g11,7,Cl1;Cl2;Cl3;Cl4;Cl5;Cl6;Cl7,UCI sensory quality score converted to ordered classes.,Real ordered-class benchmark likely requiring non-linear or non-monotonic criterion effects.,No structure truth; physicochemical criteria are not assumed to be monotone gain criteria.,White wine subset; criteria min-max normalized within subset.
