alternative_id,dataset_id,g1,g2,g3,g4,g5,g6,g7,class_label,class_index
a197,mcs_mpg,0.6,0.612403,0.141304,0.21463,0.690476,1.0,1.0,Cl3,3
a198,mcs_mpg,0.0,0.423773,0.581522,0.513751,0.416667,0.833333,0.5,Cl2,2
a199,mcs_mpg,0.0,0.645995,0.782609,0.2685,0.625,0.166667,1.0,Cl3,3
a200,mcs_mpg,0.6,0.136951,0.559783,0.659768,0.571429,0.916667,0.5,Cl3,3
a201,mcs_mpg,0.0,0.932817,0.402174,0.277573,0.214286,0.333333,0.0,Cl1,1
a202,mcs_mpg,0.4,0.196382,0.141304,0.193365,0.285714,0.75,0.0,Cl1,1
a203,mcs_mpg,0.4,0.095607,0.972826,0.171817,0.428571,0.333333,0.5,Cl2,2
a204,mcs_mpg,0.2,0.033592,0.092391,0.333428,0.363095,0.583333,0.5,Cl1,1
a205,mcs_mpg,0.6,0.111111,0.309783,0.278424,0.428571,0.0,1.0,Cl3,3
a206,mcs_mpg,0.0,0.054264,0.505435,0.501276,0.625,0.75,0.0,Cl1,1
a207,mcs_mpg,0.4,0.612403,0.0,0.158208,0.244048,0.5,1.0,Cl2,2
a208,mcs_mpg,0.0,0.056848,0.494565,0.276155,0.690476,0.916667,1.0,Cl3,3
a209,mcs_mpg,1.0,0.857881,0.184783,0.172101,0.089286,0.666667,1.0,Cl3,3
a210,mcs_mpg,1.0,0.093023,0.141304,0.133825,0.291667,0.833333,1.0,Cl3,3
a211,mcs_mpg,0.0,0.056848,0.163043,0.650411,0.52381,0.0,1.0,Cl2,2
a212,mcs_mpg,1.0,0.170543,0.217391,0.81911,0.297619,1.0,0.0,Cl2,2
a213,mcs_mpg,0.0,0.245478,0.673913,0.458463,0.434524,0.583333,0.0,Cl1,1
a214,mcs_mpg,0.6,0.501292,0.358696,0.365183,0.625,1.0,0.5,Cl3,3
a215,mcs_mpg,0.6,0.196382,0.038043,0.459314,0.440476,0.083333,0.5,Cl2,2
a216,mcs_mpg,0.2,0.617571,0.918478,0.143748,0.517857,0.5,0.0,Cl1,1
a217,mcs_mpg,0.6,0.731266,0.619565,0.543521,0.60119,1.0,1.0,Cl3,3
a218,mcs_mpg,1.0,0.609819,0.320652,0.366033,0.678571,0.75,0.5,Cl3,3
a219,mcs_mpg,0.2,0.173127,0.081522,0.095549,0.178571,0.75,0.0,Cl1,1
a220,mcs_mpg,0.0,0.113695,0.619565,0.163595,0.547619,0.75,0.5,Cl2,2
a221,mcs_mpg,0.6,0.031008,0.25,0.523391,0.363095,0.083333,0.5,Cl2,2
a222,mcs_mpg,0.4,0.29199,0.592391,0.062659,0.559524,0.583333,0.0,Cl1,1
a223,mcs_mpg,1.0,0.258398,0.25,0.383329,0.988095,0.416667,1.0,Cl3,3
a224,mcs_mpg,0.6,0.170543,0.429348,0.122484,0.60119,0.833333,0.0,Cl2,2
a225,mcs_mpg,0.6,0.612403,0.032609,0.148001,0.208333,0.5,0.5,Cl2,2
a226,mcs_mpg,0.2,0.162791,0.945652,0.105472,0.059524,0.833333,0.5,Cl1,1
a227,mcs_mpg,0.4,0.21447,0.451087,0.500992,0.571429,0.583333,1.0,Cl3,3
a228,mcs_mpg,0.2,0.421189,0.581522,0.874965,0.297619,0.166667,1.0,Cl3,3
a229,mcs_mpg,0.4,0.031008,0.483696,0.301956,0.571429,0.916667,1.0,Cl3,3
a230,mcs_mpg,0.6,0.010336,0.467391,0.703998,0.345238,0.833333,0.5,Cl2,2
a231,mcs_mpg,0.4,0.617571,0.36413,0.323788,0.357143,0.166667,1.0,Cl3,3
a232,mcs_mpg,0.2,0.335917,0.277174,0.785937,0.613095,0.333333,0.0,Cl1,1
a233,mcs_mpg,0.4,0.335917,0.038043,0.24355,0.452381,0.916667,1.0,Cl3,3
a234,mcs_mpg,0.6,0.121447,0.836957,0.506379,0.327381,0.333333,0.0,Cl1,1
a235,mcs_mpg,0.2,0.341085,0.36413,0.191948,0.345238,0.916667,0.0,Cl1,1
a236,mcs_mpg,0.6,0.754522,0.086957,0.862206,0.547619,0.083333,1.0,Cl3,3
a237,mcs_mpg,0.6,0.18863,0.190217,0.217182,0.416667,0.166667,1.0,Cl3,3
a238,mcs_mpg,0.4,0.162791,0.13587,0.856252,0.511905,0.0,0.0,Cl1,1
a239,mcs_mpg,1.0,0.609819,0.130435,0.150836,0.208333,0.083333,0.5,Cl2,2
a240,mcs_mpg,0.2,0.136951,0.347826,0.500992,0.285714,1.0,1.0,Cl2,2
a241,mcs_mpg,1.0,0.341085,0.11413,0.554862,0.410714,0.166667,0.5,Cl3,3
a242,mcs_mpg,0.4,0.095607,0.043478,0.072016,0.595238,0.083333,0.5,Cl2,2
a243,mcs_mpg,0.2,0.470284,0.233696,0.716756,0.60119,0.166667,1.0,Cl3,3
a244,mcs_mpg,0.2,0.26615,0.190217,0.700028,0.720238,1.0,1.0,Cl3,3
a245,mcs_mpg,0.0,0.170543,0.413043,0.115112,0.625,0.5,0.0,Cl1,1
a246,mcs_mpg,0.0,0.26615,0.358696,0.730649,0.5,0.416667,0.5,Cl2,2
a247,mcs_mpg,0.6,0.224806,0.266304,0.119648,0.827381,0.916667,0.0,Cl2,2
a248,mcs_mpg,0.6,0.857881,0.277174,0.223419,0.27381,1.0,0.0,Cl2,2
a249,mcs_mpg,0.2,0.170543,0.413043,0.167848,0.35119,0.416667,0.5,Cl1,1
a250,mcs_mpg,0.2,0.139535,0.190217,0.583782,0.059524,1.0,0.0,Cl1,1
a251,mcs_mpg,1.0,0.031008,0.483696,0.716756,0.404762,1.0,0.0,Cl2,2
a252,mcs_mpg,1.0,0.423773,0.375,0.866175,0.375,0.833333,0.0,Cl2,2
a253,mcs_mpg,1.0,0.108527,0.130435,0.128154,0.119048,0.166667,0.5,Cl2,2
a254,mcs_mpg,1.0,0.103359,0.36413,0.51772,0.089286,1.0,1.0,Cl3,3
a255,mcs_mpg,0.0,0.198966,0.559783,0.217182,0.39881,0.166667,1.0,Cl2,2
a256,mcs_mpg,0.4,0.258398,0.608696,0.7556,0.089286,0.083333,0.0,Cl1,1
a257,mcs_mpg,0.6,0.124031,0.233696,0.785086,0.755952,0.166667,0.5,Cl3,3
a258,mcs_mpg,0.0,1.0,0.282609,0.085625,0.369048,0.75,0.0,Cl1,1
a259,mcs_mpg,1.0,0.005168,0.521739,0.783385,0.77381,0.416667,0.0,Cl3,3
a260,mcs_mpg,1.0,0.031008,0.505435,0.478877,0.589286,0.833333,0.5,Cl3,3
a261,mcs_mpg,0.6,0.139535,0.228261,0.397505,0.505952,0.0,1.0,Cl3,3
a262,mcs_mpg,1.0,0.421189,0.038043,0.208959,0.25,0.75,0.0,Cl1,1
a263,mcs_mpg,0.4,0.116279,0.201087,0.166997,0.410714,0.666667,0.5,Cl2,2
a264,mcs_mpg,1.0,0.056848,0.163043,0.289481,0.327381,0.25,0.5,Cl2,2
a265,mcs_mpg,0.6,0.338501,0.173913,0.062943,0.613095,0.833333,1.0,Cl3,3
a266,mcs_mpg,0.0,0.056848,0.211957,0.469804,0.708333,0.25,0.5,Cl2,2
a267,mcs_mpg,0.2,0.338501,0.032609,0.225404,0.625,0.333333,1.0,Cl3,3
a268,mcs_mpg,0.2,0.100775,0.103261,0.884321,0.422619,0.583333,1.0,Cl3,3
a269,mcs_mpg,1.0,0.297158,0.836957,0.388716,0.482143,0.083333,0.5,Cl3,3
a270,mcs_mpg,1.0,0.754522,0.782609,0.102637,0.738095,0.5,1.0,Cl3,3
a271,mcs_mpg,0.6,0.043928,0.467391,0.715055,1.0,0.666667,0.5,Cl3,3
a272,mcs_mpg,0.4,0.085271,0.038043,0.158208,0.363095,0.75,1.0,Cl2,2
a273,mcs_mpg,0.2,0.043928,0.038043,0.438049,0.297619,0.166667,1.0,Cl2,2
a274,mcs_mpg,0.4,0.028424,0.092391,0.796428,0.720238,0.5,0.0,Cl2,2
a275,mcs_mpg,1.0,0.054264,0.076087,0.129572,0.821429,0.5,1.0,Cl3,3
a276,mcs_mpg,0.6,0.997416,0.380435,0.16643,0.636905,0.75,0.0,Cl2,2
a277,mcs_mpg,0.4,0.077519,0.581522,0.323788,0.291667,0.833333,0.5,Cl2,2
a278,mcs_mpg,0.0,0.162791,0.038043,0.462716,0.47619,0.0,0.0,Cl1,1
a279,mcs_mpg,0.4,0.056848,1.0,0.62858,0.744048,0.0,0.5,Cl3,3
a280,mcs_mpg,0.6,0.0,0.836957,0.345052,0.089286,0.416667,0.0,Cl1,1
a281,mcs_mpg,0.0,0.198966,0.163043,0.396654,0.39881,0.666667,0.5,Cl1,1
a282,mcs_mpg,0.4,0.728682,0.0,0.581514,0.428571,0.833333,1.0,Cl3,3
a283,mcs_mpg,0.4,0.186047,1.0,0.464134,0.309524,0.25,0.5,Cl2,2
a284,mcs_mpg,0.6,0.405685,0.277174,0.387298,0.821429,0.333333,0.5,Cl3,3
a285,mcs_mpg,0.6,0.604651,0.505435,0.311313,0.297619,0.333333,1.0,Cl3,3
a286,mcs_mpg,0.2,0.857881,0.108696,0.128154,0.654762,0.833333,0.5,Cl2,2
a287,mcs_mpg,1.0,0.514212,0.108696,0.885172,0.589286,0.083333,1.0,Cl3,3
a288,mcs_mpg,0.6,0.423773,0.51087,0.254607,0.35119,0.25,1.0,Cl3,3
a289,mcs_mpg,1.0,0.338501,0.01087,0.40431,0.0,0.333333,0.0,Cl1,1
a290,mcs_mpg,0.4,0.496124,0.505435,0.299688,0.755952,0.0,0.0,Cl2,2
a291,mcs_mpg,1.0,0.111111,0.092391,0.806067,0.690476,0.083333,0.0,Cl2,2
a292,mcs_mpg,1.0,0.341085,0.945652,0.152254,0.934524,1.0,1.0,Cl3,3
a293,mcs_mpg,1.0,1.0,0.36413,0.276155,0.839286,0.416667,0.5,Cl3,3
a294,mcs_mpg,0.4,0.111111,0.222826,0.569039,0.440476,1.0,1.0,Cl3,3
a295,mcs_mpg,0.6,0.496124,0.505435,0.289765,0.464286,1.0,0.5,Cl3,3
a296,mcs_mpg,0.6,0.196382,1.0,0.40431,0.654762,0.916667,1.0,Cl3,3
a297,mcs_mpg,0.2,0.271318,0.380435,0.323788,0.77381,0.083333,1.0,Cl3,3
a298,mcs_mpg,0.4,0.470284,1.0,0.66402,0.214286,0.083333,1.0,Cl3,3
a299,mcs_mpg,0.6,0.245478,0.201087,0.373405,0.720238,0.083333,1.0,Cl3,3
a300,mcs_mpg,1.0,0.341085,0.271739,0.388716,0.27381,0.25,0.5,Cl2,2
a301,mcs_mpg,1.0,1.0,0.918478,0.254607,0.690476,0.083333,1.0,Cl3,3
a302,mcs_mpg,0.6,0.186047,0.179348,0.797278,0.505952,0.083333,1.0,Cl3,3
a303,mcs_mpg,0.6,0.007752,0.826087,0.062943,0.202381,0.0,0.5,Cl1,1
a304,mcs_mpg,0.4,0.514212,0.25,0.352141,0.39881,0.666667,0.5,Cl2,2
a305,mcs_mpg,0.2,0.728682,0.271739,0.598809,0.654762,0.833333,1.0,Cl3,3
a306,mcs_mpg,0.6,0.341085,0.347826,0.554862,0.535714,0.5,1.0,Cl3,3
a307,mcs_mpg,0.2,0.470284,0.467391,0.291182,0.589286,0.416667,1.0,Cl3,3
a308,mcs_mpg,0.6,0.20155,0.282609,0.76042,0.327381,0.583333,1.0,Cl3,3
a309,mcs_mpg,0.6,0.196382,0.945652,0.626028,0.553571,0.666667,1.0,Cl3,3
a310,mcs_mpg,1.0,0.046512,0.032609,0.225404,0.535714,0.333333,0.0,Cl2,2
a311,mcs_mpg,0.4,0.196382,0.097826,0.506379,0.029762,0.833333,0.0,Cl1,1
a312,mcs_mpg,1.0,0.470284,0.038043,0.228806,0.517857,0.666667,1.0,Cl3,3
a313,mcs_mpg,0.6,0.093023,0.836957,0.336547,0.565476,0.833333,0.5,Cl3,3
a314,mcs_mpg,0.4,0.007752,0.195652,0.583782,0.595238,0.083333,0.5,Cl2,2
a315,mcs_mpg,0.0,0.139535,0.086957,0.138078,0.446429,0.75,1.0,Cl2,2
a316,mcs_mpg,0.0,0.072351,1.0,0.438616,0.452381,1.0,0.0,Cl1,1
a317,mcs_mpg,0.0,0.121447,0.065217,0.581514,0.422619,0.75,1.0,Cl2,2
a318,mcs_mpg,0.2,0.514212,0.190217,0.427559,0.755952,0.666667,1.0,Cl3,3
a319,mcs_mpg,0.0,0.29199,0.0,0.140913,0.488095,0.583333,1.0,Cl2,2
a320,mcs_mpg,0.2,0.514212,0.076087,0.699461,0.571429,0.75,0.0,Cl1,1
a321,mcs_mpg,0.4,1.0,0.945652,0.352141,0.839286,0.25,0.0,Cl3,3
a322,mcs_mpg,1.0,0.131783,0.23913,0.145449,0.47619,0.666667,1.0,Cl3,3
a323,mcs_mpg,0.0,0.043928,0.608696,0.737737,0.297619,0.166667,0.0,Cl1,1
a324,mcs_mpg,0.2,0.043928,1.0,0.045364,0.208333,0.833333,0.0,Cl1,1
a325,mcs_mpg,0.4,0.136951,0.576087,0.231642,0.39881,0.5,1.0,Cl3,3
a326,mcs_mpg,1.0,0.007752,0.701087,0.368869,0.184524,0.25,0.0,Cl1,1
a327,mcs_mpg,0.4,0.056848,0.157609,0.754466,0.452381,0.333333,1.0,Cl3,3
a328,mcs_mpg,0.4,0.245478,0.336957,0.24355,0.363095,1.0,0.0,Cl1,1
a329,mcs_mpg,0.0,0.470284,0.173913,0.174936,0.309524,0.666667,0.0,Cl1,1
a330,mcs_mpg,1.0,0.18863,0.36413,0.515736,0.720238,0.666667,1.0,Cl3,3
a331,mcs_mpg,0.4,0.054264,0.195652,0.17607,0.517857,0.0,0.0,Cl1,1
a332,mcs_mpg,0.0,0.857881,0.13587,0.352141,0.708333,0.0,0.5,Cl2,2
a333,mcs_mpg,0.2,0.21447,0.233696,0.336547,0.488095,0.25,0.0,Cl1,1
a334,mcs_mpg,0.0,0.124031,0.467391,0.51687,0.547619,0.916667,0.5,Cl2,2
a335,mcs_mpg,1.0,0.077519,0.798913,0.631415,0.446429,0.083333,1.0,Cl3,3
a336,mcs_mpg,0.4,0.813953,0.222826,0.716756,0.505952,0.666667,0.0,Cl2,2
a337,mcs_mpg,0.6,0.423773,0.293478,0.045364,0.583333,0.166667,0.0,Cl1,1
a338,mcs_mpg,0.6,0.421189,0.26087,0.435781,0.470238,1.0,0.0,Cl2,2
a339,mcs_mpg,0.0,0.131783,0.081522,0.311313,0.297619,0.166667,0.5,Cl1,1
a340,mcs_mpg,0.4,0.496124,0.195652,0.289765,0.285714,0.25,1.0,Cl2,2
a341,mcs_mpg,0.4,0.405685,0.380435,0.166997,0.60119,0.416667,0.0,Cl1,1
a342,mcs_mpg,0.4,0.501292,0.483696,0.237596,0.369048,0.833333,0.5,Cl2,2
a343,mcs_mpg,1.0,0.160207,0.097826,0.172101,0.291667,0.666667,0.0,Cl1,1
a344,mcs_mpg,0.6,0.121447,0.608696,0.464134,0.583333,0.0,0.0,Cl2,2
a345,mcs_mpg,0.2,0.136951,0.380435,0.329175,0.708333,0.75,0.0,Cl1,1
a346,mcs_mpg,0.2,0.160207,0.836957,0.182024,0.446429,0.0,0.5,Cl2,2
a347,mcs_mpg,1.0,0.29199,0.125,0.768925,0.845238,1.0,0.5,Cl3,3
a348,mcs_mpg,0.2,0.186047,0.673913,0.188829,0.339286,0.75,1.0,Cl2,2
a349,mcs_mpg,0.6,0.271318,0.380435,0.301956,0.607143,0.833333,0.0,Cl2,2
a350,mcs_mpg,0.6,0.033592,0.032609,0.468103,0.547619,0.416667,0.0,Cl1,1
a351,mcs_mpg,0.6,0.033592,0.293478,0.329175,0.678571,0.0,0.5,Cl2,2
a352,mcs_mpg,0.6,0.423773,0.293478,0.109725,0.25,0.916667,0.5,Cl2,2
a353,mcs_mpg,0.6,0.100775,0.184783,0.231642,0.089286,0.333333,0.0,Cl1,1
a354,mcs_mpg,1.0,0.702842,0.222826,0.335129,0.934524,0.416667,1.0,Cl3,3
a355,mcs_mpg,0.4,0.245478,0.065217,0.432662,0.27381,0.666667,0.5,Cl2,2
a356,mcs_mpg,0.6,0.010336,0.826087,0.128154,0.244048,0.083333,0.5,Cl2,2
a357,mcs_mpg,0.2,0.21447,0.304348,0.576127,0.77381,0.916667,0.0,Cl2,2
a358,mcs_mpg,0.4,0.224806,0.152174,0.760136,0.470238,0.25,0.5,Cl2,2
a359,mcs_mpg,0.4,0.05168,0.13587,0.116813,0.934524,0.333333,1.0,Cl3,3
a360,mcs_mpg,0.0,0.297158,0.826087,0.713354,0.922619,1.0,0.0,Cl2,2
a361,mcs_mpg,0.4,0.731266,0.619565,0.468387,0.029762,0.5,0.0,Cl1,1
a362,mcs_mpg,0.0,0.186047,0.798913,0.193365,0.5,0.333333,1.0,Cl2,2
a363,mcs_mpg,1.0,0.245478,0.972826,0.806351,0.386905,0.166667,1.0,Cl3,3
a364,mcs_mpg,1.0,0.245478,0.891304,0.366033,0.458333,0.583333,0.0,Cl2,2
a365,mcs_mpg,0.0,0.20155,0.972826,0.601644,0.595238,1.0,0.5,Cl2,2
a366,mcs_mpg,1.0,0.05168,0.255435,0.166997,0.184524,0.166667,0.5,Cl2,2
a367,mcs_mpg,1.0,0.997416,0.282609,0.18486,0.547619,0.583333,0.0,Cl2,2
a368,mcs_mpg,0.6,0.131783,0.891304,0.946413,0.547619,0.666667,0.5,Cl3,3
a369,mcs_mpg,0.6,0.297158,0.304348,0.155089,0.589286,0.583333,1.0,Cl3,3
a370,mcs_mpg,0.2,0.173127,0.11413,0.540686,0.589286,0.333333,0.5,Cl2,2
a371,mcs_mpg,1.0,0.085271,0.125,0.248653,0.535714,0.166667,0.0,Cl2,2
a372,mcs_mpg,0.0,0.20155,0.043478,0.598809,0.934524,0.333333,0.0,Cl1,1
a373,mcs_mpg,0.6,0.196382,0.945652,0.884321,0.404762,0.916667,0.5,Cl3,3
a374,mcs_mpg,0.6,0.421189,0.347826,0.512333,0.589286,0.416667,1.0,Cl3,3
a375,mcs_mpg,0.2,0.609819,0.266304,0.768925,0.52381,0.083333,0.0,Cl1,1
a376,mcs_mpg,0.2,0.095607,0.065217,0.377658,0.196429,1.0,0.5,Cl1,1
a377,mcs_mpg,0.0,0.501292,0.429348,0.105472,0.428571,0.583333,1.0,Cl2,2
a378,mcs_mpg,0.4,0.121447,0.217391,0.947547,0.589286,0.5,0.5,Cl2,2
a379,mcs_mpg,0.6,0.010336,0.521739,0.7556,0.267857,0.666667,0.5,Cl2,2
a380,mcs_mpg,0.4,0.085271,0.130435,0.771761,0.845238,0.166667,1.0,Cl3,3
a381,mcs_mpg,0.2,0.604651,0.141304,0.29827,0.452381,0.833333,0.5,Cl2,2
a382,mcs_mpg,0.6,0.271318,0.918478,0.286929,0.535714,0.083333,0.5,Cl2,2
a383,mcs_mpg,0.4,0.514212,0.157609,0.299972,0.988095,0.916667,1.0,Cl3,3
a384,mcs_mpg,0.6,0.198966,0.0,0.116813,0.827381,0.916667,0.0,Cl2,2
a385,mcs_mpg,0.0,0.26615,0.646739,0.410264,0.380952,0.5,1.0,Cl2,2
a386,mcs_mpg,1.0,0.22739,0.880435,0.115396,0.363095,0.333333,0.0,Cl2,2
a387,mcs_mpg,0.6,0.031008,0.483696,0.417635,0.595238,0.666667,0.0,Cl2,2
a388,mcs_mpg,1.0,0.470284,0.228261,0.285512,0.52381,0.333333,0.0,Cl2,2
a389,mcs_mpg,0.2,1.0,0.222826,0.184576,0.577381,0.333333,0.5,Cl2,2
a390,mcs_mpg,0.4,0.857881,0.646739,0.581514,0.690476,1.0,0.5,Cl3,3
a391,mcs_mpg,1.0,0.728682,0.293478,0.779699,0.27381,0.833333,1.0,Cl3,3
a392,mcs_mpg,0.0,0.514212,0.429348,0.065778,0.803571,1.0,1.0,Cl3,3
